exportVersion,rowType,curriculumId,curriculumName,courseCode,courseName,lectureHours,laboratoryHours,units,yearLevel,semester,isElective,minYearStandingRequired,relatedCourseCode,trackName,notes
1,metadata,,BSEE Curriculum 2018,,,,,,,,false,,,,source=BSEE PDF;generatedAt=1777862661991
1,structure,,BSEE Curriculum 2018,CHM 001,Chemistry for Engineers,3,3,4,1,1,false,,,,
1,structure,,BSEE Curriculum 2018,MATH 018,Calculus 1,3,0,3,1,1,false,,,,
1,structure,,BSEE Curriculum 2018,MATH 025,Discrete Mathematics,3,0,3,1,1,false,,,,
1,structure,,BSEE Curriculum 2018,GEC 004,Mathematics in the Modern World,3,0,3,1,1,false,,,,
1,structure,,BSEE Curriculum 2018,GEC 005,Purposive Communication,3,0,3,1,1,false,,,,
1,structure,,BSEE Curriculum 2018,PE 101,Physical Education 1,2,0,2,1,1,false,,,,
1,structure,,BSEE Curriculum 2018,NSTP 001,National Service Training Program 1,3,0,3,1,1,false,,,,
1,structure,,BSEE Curriculum 2018,PHYS 111,Calculus-Based Physics,3,3,4,1,2,false,,,,
1,structure,,BSEE Curriculum 2018,MATH 019,Calculus 2,3,0,3,1,2,false,,,,
1,structure,,BSEE Curriculum 2018,GEC 008,Ethics,3,0,3,1,2,false,,,,
1,structure,,BSEE Curriculum 2018,CHM 008,Environmental Science and Engineering,3,0,3,1,2,false,,,,
1,structure,,BSEE Curriculum 2018,GEE 001B,GE Elective 1 - Gender and Society,3,0,3,1,2,false,,,,
1,structure,,BSEE Curriculum 2018,PE 102,Physical Education 2,2,0,2,1,2,false,,,,
1,structure,,BSEE Curriculum 2018,NSTP 002,National Service Training Program 2,3,0,3,1,2,false,,,,
1,structure,,BSEE Curriculum 2018,EE 200,Electrical Circuits 1,3,3,4,2,1,false,,,,
1,structure,,BSEE Curriculum 2018,MATH 021,Differential Equations,3,0,3,2,1,false,,,,
1,structure,,BSEE Curriculum 2018,CE 201B,Engineering Mechanics,3,0,3,2,1,false,,,,
1,structure,,BSEE Curriculum 2018,TECH 101,Introduction to Engineering Entrepreneurship,3,0,3,2,1,false,2,,,
1,structure,,BSEE Curriculum 2018,ME 201A,Thermodynamics,3,0,3,2,1,false,,,,
1,structure,,BSEE Curriculum 2018,GEE 002B,GE Elective 2 - Living in the IT Era,3,0,3,2,1,false,,,,
1,structure,,BSEE Curriculum 2018,PE 201,Physical Education 3,2,0,2,2,1,false,,,,
1,structure,,BSEE Curriculum 2018,MATH 022B,Linear Algebra with MATLAB,2,0,3,2,1,false,,,,
1,structure,,BSEE Curriculum 2018,CPE 102A,Computer Programming,0,3,1,2,1,false,,,,
1,structure,,BSEE Curriculum 2018,EE 202,Electrical Circuits 2,3,3,4,2,2,false,,,,
1,structure,,BSEE Curriculum 2018,EE 201,Electromagnetics for EE,3,0,2,2,2,false,,,,
1,structure,,BSEE Curriculum 2018,MATH 024D,Engineering Mathematics for EE,3,0,3,2,2,false,,,,
1,structure,,BSEE Curriculum 2018,ECE 200A,Electronic Circuit Devices and Analysis,3,3,4,2,2,false,,,,
1,structure,,BSEE Curriculum 2018,CE 205A,Fundamentals of Deformable Bodies,2,0,2,2,2,false,,,,
1,structure,,BSEE Curriculum 2018,CE 309A,Fluid Mechanics,2,0,2,2,2,false,,,,
1,structure,,BSEE Curriculum 2018,MATH 026A,Numerical Methods and Analysis,2,3,3,2,2,false,,,,
1,structure,,BSEE Curriculum 2018,MATH 027A,Engineering Data Analysis,3,3,4,2,2,false,,,,
1,structure,,BSEE Curriculum 2018,PE 202,Physical Education 4,2,0,2,2,2,false,,,,
1,structure,,BSEE Curriculum 2018,EE 303,Integration Course in Mathematics,2,0,2,3,1,false,,,,
1,structure,,BSEE Curriculum 2018,EE 304,Electrical Machines 1,2,0,2,3,1,false,,,,
1,structure,,BSEE Curriculum 2018,EE 340,Industrial Power Electronics,3,3,4,3,1,false,,,,
1,structure,,BSEE Curriculum 2018,CPE 203,Logic Circuits and Switching Theory,3,3,4,3,1,false,,,,
1,structure,,BSEE Curriculum 2018,ME 304,Engineering Economics,3,0,3,3,1,false,,,,
1,structure,,BSEE Curriculum 2018,CHM 007A,Materials Science and Engineering,3,0,3,3,1,false,,,,
1,structure,,BSEE Curriculum 2018,GEM 001,Life and Works of Rizal,3,0,3,3,1,false,,,,
1,structure,,BSEE Curriculum 2018,GEC 002,Readings in Philippine History,3,0,3,3,1,false,,,,
1,structure,,BSEE Curriculum 2018,EE ELEC 1,EE Elective 1,3,0,3,3,1,true,,,,
1,structure,,BSEE Curriculum 2018,EE 310,Control Systems Analysis,2,0,2,3,2,false,,,,
1,structure,,BSEE Curriculum 2018,EE 305,Electrical Machines 2,3,3,4,3,2,false,,,,
1,structure,,BSEE Curriculum 2018,EE 306,Electrical Apparatus and Devices,2,3,3,3,2,false,,,,
1,structure,,BSEE Curriculum 2018,EE 307,Integration Course in Engineering Sciences,2,0,2,3,2,false,3,,,
1,structure,,BSEE Curriculum 2018,EE 308,Research Methods,0,3,1,3,2,false,,,,
1,structure,,BSEE Curriculum 2018,EE 309,"EE Laws, Codes and Professional Ethics",2,0,2,3,2,false,,,,
1,structure,,BSEE Curriculum 2018,CPE 405A,Microprocessor Systems,3,3,4,3,2,false,,,,
1,structure,,BSEE Curriculum 2018,CADD 001A,Computer-Aided Drafting and Design,0,3,1,3,2,false,3,,,
1,structure,,BSEE Curriculum 2018,ECE 204A,Principles of Electronic Communications,3,0,3,3,2,false,,,,
1,structure,,BSEE Curriculum 2018,EE ELEC 2,EE Elective 2,3,0,3,3,2,true,,,,
1,structure,,BSEE Curriculum 2018,EE 312,On-the-Job Training for EE,0,240,2,3,3,false,4,,,
1,structure,,BSEE Curriculum 2018,EE 400,Electrical Standards and Practices,0,3,1,4,1,false,,,,
1,structure,,BSEE Curriculum 2018,EE 410,Electrical Systems and Illumination Engineering Design,3,6,5,4,1,false,,,,
1,structure,,BSEE Curriculum 2018,EE 431,EE Design Project 1,2,3,3,4,1,false,,,,
1,structure,,BSEE Curriculum 2018,EE 432,Instrumentation and Control,2,3,3,4,1,false,,,,
1,structure,,BSEE Curriculum 2018,GEE 003B,GE Elective 3 - People and the Earth's Ecosystem,3,0,3,4,1,false,,,,
1,structure,,BSEE Curriculum 2018,EE 415,Power Systems Analysis,3,3,4,4,1,false,,,,
1,structure,,BSEE Curriculum 2018,EE 416,Power Plant Engineering and Generating Substation Design,0,3,1,4,1,false,,,,
1,structure,,BSEE Curriculum 2018,EE 417,Distribution Systems and Substation Design,2,3,3,4,1,false,,,,
1,structure,,BSEE Curriculum 2018,EE ELEC 3,EE Elective 3,3,0,3,4,1,true,,,,
1,structure,,BSEE Curriculum 2018,EE 430,Management of EE Projects,2,0,2,4,2,false,,,,
1,structure,,BSEE Curriculum 2018,GEC 007,"Science, Technology and Society",3,0,3,4,2,false,,,,
1,structure,,BSEE Curriculum 2018,GEC 006,Art Appreciation,3,0,3,4,2,false,,,,
1,structure,,BSEE Curriculum 2018,GEC 001,Understanding the Self,3,0,3,4,2,false,,,,
1,structure,,BSEE Curriculum 2018,EE 414,EE Design Project 2,1,6,3,4,2,false,5,,,
1,structure,,BSEE Curriculum 2018,GEC 003,The Contemporary World,3,0,3,4,2,false,,,,
1,structure,,BSEE Curriculum 2018,EE 418,Seminars/Colloquia,0,3,1,4,2,false,4,,,
1,structure,,BSEE Curriculum 2018,EE 419,Integration Course in Electrical Engineering,2,0,2,4,2,false,5,,,
1,structure,,BSEE Curriculum 2018,BOSH 101,Basic Occupational Safety and Health,3,0,3,4,2,false,,,,
1,elective_track,,BSEE Curriculum 2018,,,,,,,,false,,,Power System Economics,
1,elective_track,,BSEE Curriculum 2018,,,,,,,,false,,,Power System Automation and Renewable Energy,
1,elective_track,,BSEE Curriculum 2018,,,,,,,,false,,,Power Electronics,
1,elective_track,,BSEE Curriculum 2018,,,,,,,,false,,,Technopreneurship,
1,elective_track,,BSEE Curriculum 2018,,,,,,,,false,,,Railway Engineering,
1,elective_track_course,,BSEE Curriculum 2018,PSE 420,Power System Reliability and Planning,3,0,3,3,1,true,,,Power System Economics,
1,elective_track_course,,BSEE Curriculum 2018,PSE 421,Power Quality and Demand Side Management,3,0,3,3,2,true,,,Power System Economics,
1,elective_track_course,,BSEE Curriculum 2018,PSE 422,Power System Market Operation,3,0,3,4,1,true,,,Power System Economics,
1,elective_track_course,,BSEE Curriculum 2018,PSA 422,Renewable Energy Systems Integration,3,0,3,3,1,true,,,Power System Automation and Renewable Energy,
1,elective_track_course,,BSEE Curriculum 2018,PSA 423,Smart Grid Application in Power System,3,0,3,3,2,true,,,Power System Automation and Renewable Energy,
1,elective_track_course,,BSEE Curriculum 2018,PSA 424,Advanced Automation in Distribution System,3,0,3,4,1,true,,,Power System Automation and Renewable Energy,
1,elective_track_course,,BSEE Curriculum 2018,PWE 424,DC and AC Power Drives,3,0,3,3,1,true,,,Power Electronics,
1,elective_track_course,,BSEE Curriculum 2018,PWE 425,Magnetics Circuits for Power Converters,3,0,3,3,2,true,,,Power Electronics,
1,elective_track_course,,BSEE Curriculum 2018,PWE 426,Power Converters in HVDC,3,0,3,4,1,true,,,Power Electronics,
1,elective_track_course,,BSEE Curriculum 2018,TECH 102,Technopreneurship 2,3,0,3,3,1,true,,,Technopreneurship,
1,elective_track_course,,BSEE Curriculum 2018,TECH 103,Technopreneurship 3,3,0,3,3,2,true,,,Technopreneurship,
1,elective_track_course,,BSEE Curriculum 2018,TECH 104,Technopreneurship 4,3,0,3,4,1,true,,,Technopreneurship,
1,elective_track_course,,BSEE Curriculum 2018,RWE 001,Introduction to Railway Systems and Engineering,3,0,3,3,1,true,,,Railway Engineering,
1,elective_track_course,,BSEE Curriculum 2018,RWE 002A,Railway Management and Governance and Operations,3,0,3,3,2,true,,,Railway Engineering,
1,elective_track_course,,BSEE Curriculum 2018,RWE 003,Railway Power System and Protection,3,0,3,4,1,true,,,Railway Engineering,
1,prerequisite,,BSEE Curriculum 2018,PHYS 111,Calculus-Based Physics,,,4,,,false,,MATH 018,,
1,prerequisite,,BSEE Curriculum 2018,MATH 019,Calculus 2,,,3,,,false,,MATH 018,,
1,prerequisite,,BSEE Curriculum 2018,PE 102,Physical Education 2,,,2,,,false,,PE 101,,
1,prerequisite,,BSEE Curriculum 2018,NSTP 002,National Service Training Program 2,,,3,,,false,,NSTP 001,,
1,prerequisite,,BSEE Curriculum 2018,EE 200,Electrical Circuits 1,,,4,,,false,,PHYS 111,,
1,prerequisite,,BSEE Curriculum 2018,MATH 021,Differential Equations,,,3,,,false,,MATH 019,,
1,prerequisite,,BSEE Curriculum 2018,CE 201B,Engineering Mechanics,,,3,,,false,,PHYS 111,,
1,prerequisite,,BSEE Curriculum 2018,ME 201A,Thermodynamics,,,3,,,false,,CHM 001,,
1,prerequisite,,BSEE Curriculum 2018,ME 201A,Thermodynamics,,,3,,,false,,PHYS 111,,
1,prerequisite,,BSEE Curriculum 2018,GEE 002B,GE Elective 2 - Living in the IT Era,,,3,,,false,,GEE 001B,,
1,prerequisite,,BSEE Curriculum 2018,PE 201,Physical Education 3,,,2,,,false,,PE 102,,
1,prerequisite,,BSEE Curriculum 2018,MATH 022B,Linear Algebra with MATLAB,,,3,,,false,,MATH 019,,
1,prerequisite,,BSEE Curriculum 2018,MATH 022B,Linear Algebra with MATLAB,,,3,,,false,,MATH 025,,
1,prerequisite,,BSEE Curriculum 2018,EE 202,Electrical Circuits 2,,,4,,,false,,EE 200,,
1,prerequisite,,BSEE Curriculum 2018,EE 202,Electrical Circuits 2,,,4,,,false,,MATH 021,,
1,prerequisite,,BSEE Curriculum 2018,EE 201,Electromagnetics for EE,,,2,,,false,,EE 200,,
1,prerequisite,,BSEE Curriculum 2018,MATH 024D,Engineering Mathematics for EE,,,3,,,false,,CPE 102A,,
1,prerequisite,,BSEE Curriculum 2018,MATH 024D,Engineering Mathematics for EE,,,3,,,false,,MATH 021,,
1,prerequisite,,BSEE Curriculum 2018,MATH 024D,Engineering Mathematics for EE,,,3,,,false,,MATH 022B,,
1,prerequisite,,BSEE Curriculum 2018,ECE 200A,Electronic Circuit Devices and Analysis,,,4,,,false,,EE 200,,
1,prerequisite,,BSEE Curriculum 2018,CE 205A,Fundamentals of Deformable Bodies,,,2,,,false,,CE 201B,,
1,prerequisite,,BSEE Curriculum 2018,CE 309A,Fluid Mechanics,,,2,,,false,,PHYS 111,,
1,prerequisite,,BSEE Curriculum 2018,MATH 026A,Numerical Methods and Analysis,,,3,,,false,,MATH 022B,,
1,prerequisite,,BSEE Curriculum 2018,MATH 027A,Engineering Data Analysis,,,4,,,false,,MATH 018,,
1,prerequisite,,BSEE Curriculum 2018,PE 202,Physical Education 4,,,2,,,false,,PE 201,,
1,prerequisite,,BSEE Curriculum 2018,EE 303,Integration Course in Mathematics,,,2,,,false,,MATH 024D,,
1,prerequisite,,BSEE Curriculum 2018,EE 304,Electrical Machines 1,,,2,,,false,,EE 201,,
1,prerequisite,,BSEE Curriculum 2018,EE 304,Electrical Machines 1,,,2,,,false,,EE 202,,
1,prerequisite,,BSEE Curriculum 2018,EE 340,Industrial Power Electronics,,,4,,,false,,ECE 200A,,
1,prerequisite,,BSEE Curriculum 2018,EE 340,Industrial Power Electronics,,,4,,,false,,EE 202,,
1,prerequisite,,BSEE Curriculum 2018,CPE 203,Logic Circuits and Switching Theory,,,4,,,false,,ECE 200A,,
1,prerequisite,,BSEE Curriculum 2018,ME 304,Engineering Economics,,,3,,,false,,MATH 027A,,
1,prerequisite,,BSEE Curriculum 2018,CHM 007A,Materials Science and Engineering,,,3,,,false,,CHM 001,,
1,prerequisite,,BSEE Curriculum 2018,EE 310,Control Systems Analysis,,,2,,,false,,EE 202,,
1,prerequisite,,BSEE Curriculum 2018,EE 310,Control Systems Analysis,,,2,,,false,,MATH 024D,,
1,prerequisite,,BSEE Curriculum 2018,EE 310,Control Systems Analysis,,,2,,,false,,MATH 026A,,
1,prerequisite,,BSEE Curriculum 2018,EE 305,Electrical Machines 2,,,4,,,false,,EE 304,,
1,prerequisite,,BSEE Curriculum 2018,EE 306,Electrical Apparatus and Devices,,,3,,,false,,EE 202,,
1,prerequisite,,BSEE Curriculum 2018,EE 306,Electrical Apparatus and Devices,,,3,,,false,,MATH 027A,,
1,prerequisite,,BSEE Curriculum 2018,EE 307,Integration Course in Engineering Sciences,,,2,,,false,,EE 303,,
1,prerequisite,,BSEE Curriculum 2018,EE 308,Research Methods,,,1,,,false,,MATH 027A,,
1,prerequisite,,BSEE Curriculum 2018,EE 309,"EE Laws, Codes and Professional Ethics",,,2,,,false,,GEC 008,,
1,prerequisite,,BSEE Curriculum 2018,CPE 405A,Microprocessor Systems,,,4,,,false,,CPE 203,,
1,prerequisite,,BSEE Curriculum 2018,ECE 204A,Principles of Electronic Communications,,,3,,,false,,ECE 200A,,
1,prerequisite,,BSEE Curriculum 2018,EE 400,Electrical Standards and Practices,,,1,,,false,,EE 309,,
1,prerequisite,,BSEE Curriculum 2018,EE 410,Electrical Systems and Illumination Engineering Design,,,5,,,false,,EE 306,,
1,prerequisite,,BSEE Curriculum 2018,EE 431,EE Design Project 1,,,3,,,false,,EE 305,,
1,prerequisite,,BSEE Curriculum 2018,EE 431,EE Design Project 1,,,3,,,false,,EE 306,,
1,prerequisite,,BSEE Curriculum 2018,EE 432,Instrumentation and Control,,,3,,,false,,EE 310,,
1,prerequisite,,BSEE Curriculum 2018,GEE 003B,GE Elective 3 - People and the Earth's Ecosystem,,,3,,,false,,GEE 002B,,
1,prerequisite,,BSEE Curriculum 2018,EE 415,Power Systems Analysis,,,4,,,false,,EE 305,,
1,prerequisite,,BSEE Curriculum 2018,EE 415,Power Systems Analysis,,,4,,,false,,EE 306,,
1,corequisite,,BSEE Curriculum 2018,EE 416,Power Plant Engineering and Generating Substation Design,,,1,,,false,,EE 415,,
1,corequisite,,BSEE Curriculum 2018,EE 417,Distribution Systems and Substation Design,,,3,,,false,,EE 415,,
1,prerequisite,,BSEE Curriculum 2018,EE 430,Management of EE Projects,,,2,,,false,,ME 304,,
1,prerequisite,,BSEE Curriculum 2018,EE 414,EE Design Project 2,,,3,,,false,,EE 431,,
1,prerequisite,,BSEE Curriculum 2018,PSE 420,Power System Reliability and Planning,,,3,,,false,,EE 202,,
1,prerequisite,,BSEE Curriculum 2018,PSE 420,Power System Reliability and Planning,,,3,,,false,,MATH 027A,,
1,prerequisite,,BSEE Curriculum 2018,PSE 421,Power Quality and Demand Side Management,,,3,,,false,,PSE 420,,
1,prerequisite,,BSEE Curriculum 2018,PSE 422,Power System Market Operation,,,3,,,false,,PSE 421,,
1,corequisite,,BSEE Curriculum 2018,PSA 422,Renewable Energy Systems Integration,,,3,,,false,,EE 304,,
1,prerequisite,,BSEE Curriculum 2018,PSA 423,Smart Grid Application in Power System,,,3,,,false,,PSA 422,,
1,prerequisite,,BSEE Curriculum 2018,PSA 424,Advanced Automation in Distribution System,,,3,,,false,,PSA 423,,
1,prerequisite,,BSEE Curriculum 2018,PWE 424,DC and AC Power Drives,,,3,,,false,,EE 202,,
1,prerequisite,,BSEE Curriculum 2018,PWE 424,DC and AC Power Drives,,,3,,,false,,EE 201,,
1,prerequisite,,BSEE Curriculum 2018,PWE 425,Magnetics Circuits for Power Converters,,,3,,,false,,EE 304,,
1,prerequisite,,BSEE Curriculum 2018,PWE 425,Magnetics Circuits for Power Converters,,,3,,,false,,PWE 424,,
1,prerequisite,,BSEE Curriculum 2018,PWE 426,Power Converters in HVDC,,,3,,,false,,PWE 425,,
1,prerequisite,,BSEE Curriculum 2018,TECH 102,Technopreneurship 2,,,3,,,false,,TECH 101,,
1,prerequisite,,BSEE Curriculum 2018,TECH 103,Technopreneurship 3,,,3,,,false,,TECH 102,,
1,prerequisite,,BSEE Curriculum 2018,TECH 104,Technopreneurship 4,,,3,,,false,,TECH 103,,
1,prerequisite,,BSEE Curriculum 2018,RWE 002A,Railway Management and Governance and Operations,,,3,,,false,,RWE 001,,
1,prerequisite,,BSEE Curriculum 2018,RWE 003,Railway Power System and Protection,,,3,,,false,,RWE 002A,,
